stratum,class,comment,summary,Expand,rational,deprecation,usage,exception,todo,Incomplete,Commentedcode,directive,formatter,License,Ownership,Pointer,Autogenerated,Noise,Warning,Recommendation,Precondition,CodingGuidelines,Extension,Subclassexplnation,Observation
4,EqualsTester.java,"* Tester for equals() and hashCode() methods of a class.
 *
 * <p>The simplest use case is:
 *
 * <pre>
 * new EqualsTester().addEqualityGroup(foo).testEquals();
 * </pre>
 *
 * <p>This tests {@code foo.equals(foo)}, {@code foo.equals(null)}, and a few other operations.
 *
 * <p>For more extensive testing, add multiple equality groups. Each group should contain objects
 * that are equal to each other but unequal to the objects in any other group. For example:
 *
 * <pre>
 * new EqualsTester()
 *     .addEqualityGroup(new User(""page""), new User(""page""))
 *     .addEqualityGroup(new User(""sergey""))
 *     .testEquals();
 * </pre>
 *
 * <p>This tests:
 *
 * <ul>
 *   <li>comparing each object against itself returns true
 *   <li>comparing each object against null returns false
 *   <li>comparing each object against an instance of an incompatible class returns false
 *   <li>comparing each pair of objects within the same equality group returns true
 *   <li>comparing each pair of objects from different equality groups returns false
 *   <li>the hash codes of any two equal objects are equal
 * </ul>
 *
 * <p>When a test fails, the error message labels the objects involved in the failed comparison as
 * follows:
 *
 * <ul>
 *   <li>""{@code [group }<i>i</i>{@code , item }<i>j</i>{@code ]}"" refers to the
 *       <i>j</i><sup>th</sup> item in the <i>i</i><sup>th</sup> equality group, where both equality
 *       groups and the items within equality groups are numbered starting from 1. When either a
 *       constructor argument or an equal object is provided, that becomes group 1.
 * </ul>
 *
 * @author Jim McMaster
 * @author Jige Yu
 * @since 10.0
 |
   * Class used to test whether equals() correctly handles an instance of an incompatible class.
   * Since it is a private inner class, the invoker can never pass in an instance to the tester",* Tester for equals() and hashCode() methods of a class.,,"* <p>This tests:
  *
  * <ul>
  * <li>comparing each object against itself returns true
  * <li>comparing each object against null returns false
  * <li>comparing each object against an instance of an incompatible class returns false
  * <li>comparing each pair of objects within the same equality group returns true
  * <li>comparing each pair of objects from different equality groups returns false
  * <li>the hash codes of any two equal objects are equal
  * </ul>",* @since 10.0,"* <p>The simplest use case is:
  *
  * <pre>
  * new EqualsTester().addEqualityGroup(foo).testEquals();
  * </pre>
  *
  * <p>This tests {@code foo.equals(foo)}, {@code foo.equals(null)}, and a few other operations.
  *
  * <p>For more extensive testing, add multiple equality groups. Each group should contain objects
  * that are equal to each other but unequal to the objects in any other group. For example:
  *
  * <pre>
  * new EqualsTester()
  * .addEqualityGroup(new User(""page""), new User(""page""))
  * .addEqualityGroup(new User(""sergey""))
  * .testEquals();
  * </pre>
 
 
  |
  * Class used to test whether equals() correctly handles an instance of an incompatible class.
  * Since it is a private inner class, the invoker can never pass in an instance to the tester","* <p>When a test fails, the error message labels the objects involved in the failed comparison as
  * follows:
  *
  * <ul>
  * <li>""{@code [group }<i>i</i>{@code , item }<i>j</i>{@code ]}"" refers to the
  * <i>j</i><sup>th</sup> item in the <i>i</i><sup>th</sup> equality group, where both equality
  * groups and the items within equality groups are numbered starting from 1. When either a
  * constructor argument or an equal object is provided, that becomes group 1.
  * </ul>",,,,,,,"* @author Jim McMaster
  * @author Jige Yu",,,,"* Since it is a private inner class, the invoker can never pass in an instance to the tester","For more extensive testing, add multiple equality groups. Each group should contain objects
 * that are equal to each other but unequal to the objects in any other group",,,,,* Class used to test whether equals() correctly handles an instance of an incompatible class.
4,FeatureSpecificTestSuiteBuilder.java,"* Creates, based on your criteria, a JUnit test suite that exhaustively tests the object generated
 * by a G, selecting appropriate tests by matching them against specified features.
 *
 * @param <B> The concrete type of this builder (the 'self-type'). All the Builder methods of this
 *     class (such as {@link #named}) return this type, so that Builder methods of more derived
 *     classes can be chained onto them without casting.
 * @param <G> The type of the generator to be passed to testers in the generated test suite. An
 *     instance of G should somehow provide an instance of the class under test, plus any other
 *     information required to parameterize the test.
 * @author George van den Driessche","* Creates, based on your criteria, a JUnit test suite that exhaustively tests the object generated
  * by a G",", selecting appropriate tests by matching them against specified features.",,,"* @param <B> The concrete type of this builder (the 'self-type'). All the Builder methods of this
  * class (such as {@link #named}) return this type, so that Builder methods of more derived
  * classes can be chained onto them without casting.
  * @param <G> The type of the generator to be passed to testers in the generated test suite. An
  * instance of G should somehow provide an instance of the class under test, plus any other
  * information required to parameterize the test.",,,,,,,,* @author George van den Driessche,,,,,,,,,,
4,ForwardingBlockingDequeTest.java,"* Test for {@link ForwardingBlockingDeque}
 *
 * @author Emily Soldal",Test for {@link ForwardingBlockingDeque},,,,,,,,,,,,@author Emily Soldal,,,,,,,,,,
4,ForwardingImmutableSet.java,"* GWT implementation of {@link ImmutableSet} that forwards to another {@code Set} implementation.
 *
 * @author Hayward Chan",GWT implementation of {@link ImmutableSet} that forwards to another {@code Set} implementation.,,,,,,,,,,,,* @author Hayward Chan,{@link ImmutableSet},,,,,,,,,
4,ForwardingQueueTest.java,"* Tests for {@code ForwardingQueue}.
 *
 * @author Robert Konigsberg
 * @author Louis Wasserman",Tests for {@code ForwardingQueue}.,,,,,,,,,,,,"* @author Robert Konigsberg
  * @author Louis Wasserman",,,,,,,,,,
4,GwtTestSuite.java,"* Runs all _gwt tests. Grouping them into a suite is much faster than running each as a one-test
 * ""suite,"" as the per-suite setup is expensive.",* Runs all _gwt tests.,,"Grouping them into a suite is much faster than running each as a one-test
  * ""suite,"" as the per-suite setup is expensive.",,,,,,,,,,,,,,,,,,,,
4,HashFunctionEnum.java,"* An enum that contains all of the known hash functions.
 *
 * @author Kurt Alfred Kluever",An enum that contains all of the known hash functions.,,,,,,,,,,,,@author Kurt Alfred Kluever,,,,,,,,,,
4,HostAndPort.java,"* An immutable representation of a host and port.
 *
 * <p>Example usage:
 *
 * <pre>
 * HostAndPort hp = HostAndPort.fromString(""[2001:db8::1]"")
 *     .withDefaultPort(80)
 *     .requireBracketsForIPv6();
 * hp.getHost();   // returns ""2001:db8::1""
 * hp.getPort();   // returns 80
 * hp.toString();  // returns ""[2001:db8::1]:80""
 * </pre>
 *
 * <p>Here are some examples of recognized formats:
 *
 * <ul>
 *   <li>example.com
 *   <li>example.com:80
 *   <li>192.0.2.1
 *   <li>192.0.2.1:80
 *   <li>[2001:db8::1] - {@link #getHost()} omits brackets
 *   <li>[2001:db8::1]:80 - {@link #getHost()} omits brackets
 *   <li>2001:db8::1 - Use {@link #requireBracketsForIPv6()} to prohibit this
 * </ul>
 *
 * <p>Note that this is not an exhaustive list, because these methods are only concerned with
 * brackets, colons, and port numbers. Full validation of the host field (if desired) is the
 * caller's responsibility.
 *
 * @author Paul Marks
 * @since 10.0",* An immutable representation of a host and port.,,,* @since 10.0,"* <p>Example usage:
  *
  * <pre>
  * HostAndPort hp = HostAndPort.fromString(""[2001:db8::1]"")
  * .withDefaultPort(80)
  * .requireBracketsForIPv6();
  * hp.getHost(); // returns ""2001:db8::1""
  * hp.getPort(); // returns 80
  * hp.toString(); // returns ""[2001:db8::1]:80""
  * </pre>
  *
  * <p>Here are some examples of recognized formats:
  *
  * <ul>
  * <li>example.com
  * <li>example.com:80
  * <li>192.0.2.1
  * <li>192.0.2.1:80
  * <li>[2001:db8::1] - {@link #getHost()} omits brackets
  * <li>[2001:db8::1]:80 - {@link #getHost()} omits brackets
  * <li>2001:db8::1 - Use {@link #requireBracketsForIPv6()} to prohibit this
  * </ul>
  *
  * <p>Note that this is not an exhaustive list, because these methods are only concerned with
  * brackets, colons, and port numbers. Full validation of the host field (if desired) is the
  * caller's responsibility.",,,,,,,,* @author Paul Marks,,,,"Note that this is not an exhaustive list, because these methods are only concerned with
 * brackets, colons, and port numbers. Full validation of the host field (if desired) is the
 * caller's responsibility.",,,,,,
4,ImmutableSetHashFloodingDetectionBenchmark.java,Benchmark of implementations of {@link ImmutableSet#hashFloodingDetected(Object[])}.,Benchmark of implementations of {@link ImmutableSet#hashFloodingDetected(Object[])}.,,,,,,,,,,,,,{@link ImmutableSet#hashFloodingDetected(Object[])}.,,,,,,,,,
4,ImmutableTable_CustomFieldSerializerBase.java,"* This class contains static utility methods for writing {@link ImmutableTable} GWT field
 * serializers. Serializers should delegate to {@link #serialize} and {@link #instantiate}.
 *
 * @author Chris Povirk","* This class contains static utility methods for writing {@link ImmutableTable} GWT field
  * serializers.",,,,Serializers should delegate to {@link #serialize} and {@link #instantiate}.,,,,,,,,@author Chris Povirk,,,,,,,,,,
4,LazyStackTraceBenchmark.java,"* Quick and dirty benchmark of {@link Throwables#lazyStackTrace(Throwable)}. We benchmark a ""caller
 * finder"" implementation that might be used in a logging framework.",Quick and dirty benchmark of {@link Throwables#lazyStackTrace(Throwable)}.,,"We benchmark a ""caller
  * finder"" implementation that might be used in a logging framework.",,,,,,,,,,,Quick and dirty benchmark of {@link Throwables#lazyStackTrace(Throwable)}.,,,,,,,,,
4,LongMathBenchmark.java,"* Benchmarks for the non-rounding methods of {@code LongMath}.
 *
 * @author Louis Wasserman",* Benchmarks for the non-rounding methods of {@code LongMath}.,,,,,,,,,,,,@author Louis Wasserman,,,,,,,,,,
4,MapPutAllTester.java,"* A generic JUnit test which tests {@code putAll} operations on a map. Can't be invoked directly;
 * please see {@link com.google.common.collect.testing.MapTestSuiteBuilder}.
 *
 * @author Chris Povirk
 * @author Kevin Bourrillion",A generic JUnit test which tests {@code putAll} operations on a map,,,,,,,,,,,,"* @author Chris Povirk
 * @author Kevin Bourrillion",* please see {@link com.google.common.collect.testing.MapTestSuiteBuilder}.,,,"Can't be invoked directly;
 * please see {@link com.google.common.collect.testing.MapTestSuiteBuilder}.",,,,,,
4,MapSerializationTester.java,"* Basic serialization test for maps.
 *
 * @author Louis Wasserman",* Basic serialization test for maps.,,,,,,,,,,,,@author Louis Wasserman,,,,,,,,,,
4,MultimapBuilder.java,"* A builder for a multimap implementation that allows customization of the backing map and value
 * collection implementations used in a particular multimap.
 *
 * <p>This can be used to easily configure multimap data structure implementations not provided
 * explicitly in {@code com.google.common.collect}, for example:
 *
 * <pre>{@code
 * ListMultimap<String, Integer> treeListMultimap =
 *     MultimapBuilder.treeKeys().arrayListValues().build();
 * SetMultimap<Integer, MyEnum> hashEnumMultimap =
 *     MultimapBuilder.hashKeys().enumSetValues(MyEnum.class).build();
 * }</pre>
 *
 * <p>{@code MultimapBuilder} instances are immutable. Invoking a configuration method has no effect
 * on the receiving instance; you must store and use the new builder instance it returns instead.
 *
 * <p>The generated multimaps are serializable if the key and value types are serializable, unless
 * stated otherwise in one of the configuration methods.
 *
 * @author Louis Wasserman
 * @param <K0> An upper bound on the key type of the generated multimap.
 * @param <V0> An upper bound on the value type of the generated multimap.
 * @since 16.0
 |
   * Leaving K and V as upper bounds rather than the actual key and value types allows type
   * parameters to be left implicit more often. CacheBuilder uses the same technique.
   |
   * An intermediate stage in a {@link MultimapBuilder} in which the key-value collection map
   * implementation has been specified, but the value collection implementation has not.
   *
   * @param <K0> The upper bound on the key type of the generated multimap.
   * @since 16.0
   |
   * Leaving K and V as upper bounds rather than the actual key and value types allows type
   * parameters to be left implicit more often. CacheBuilder uses the same technique.
   |
   * A specialization of {@link MultimapBuilder} that generates {@link ListMultimap} instances.
   *
   * @since 16.0
   |
   * Leaving K and V as upper bounds rather than the actual key and value types allows type
   * parameters to be left implicit more often. CacheBuilder uses the same technique.
   |
   * A specialization of {@link MultimapBuilder} that generates {@link SetMultimap} instances.
   *
   * @since 16.0
   |
   * Leaving K and V as upper bounds rather than the actual key and value types allows type
   * parameters to be left implicit more often. CacheBuilder uses the same technique.
   |
   * A specialization of {@link MultimapBuilder} that generates {@link SortedSetMultimap} instances.
   *
   * @since 16.0","* A builder for a multimap implementation that allows customization of the backing map and value
  * collection implementations used in a particular multimap.","This can be used to easily configure multimap data structure implementations not provided
 * explicitly in {@code com.google.common.collect},",,* @since 16.0,"* <p>This can be used to easily configure multimap data structure implementations not provided
  * explicitly in {@code com.google.common.collect}, for example:
  *
  * <pre>{@code
  * ListMultimap<String, Integer> treeListMultimap =
  * MultimapBuilder.treeKeys().arrayListValues().build();
  * SetMultimap<Integer, MyEnum> hashEnumMultimap =
  * MultimapBuilder.hashKeys().enumSetValues(MyEnum.class).build();
  * }</pre>
  *
  * <p>{@code MultimapBuilder} instances are immutable. Invoking a configuration method has no effect
  * on the receiving instance; you must store and use the new builder instance it returns instead.
  *
  * <p>The generated multimaps are serializable if the key and value types are serializable, unless
  * stated otherwise in one of the configuration methods.
 
 
  * @param <K0> An upper bound on the key type of the generated multimap.
  * @param <V0> An upper bound on the value type of the generated multimap.
 
 |
  * Leaving K and V as upper bounds rather than the actual key and value types allows type
  * parameters to be left implicit more often. CacheBuilder uses the same technique.
  |
  * An intermediate stage in a {@link MultimapBuilder} in which the key-value collection map
  * implementation has been specified, but the value collection implementation has not.
  *
  * @param <K0> The upper bound on the key type of the generated multimap.
  * @since 16.0
  |
  * Leaving K and V as upper bounds rather than the actual key and value types allows type
  * parameters to be left implicit more often. CacheBuilder uses the same technique.
  |
  * A specialization of {@link MultimapBuilder} that generates {@link ListMultimap} instances.
  *",,,,,,,,* @author Louis Wasserman,,,"* @since 16.0
  |
  * Leaving K and V as upper bounds rather than the actual key and value types allows type
  * parameters to be left implicit more often. CacheBuilder uses the same technique.
  |
  * A specialization of {@link MultimapBuilder} that generates {@link SetMultimap} instances.
  *
  * @since 16.0
  |
  * Leaving K and V as upper bounds rather than the actual key and value types allows type
  * parameters to be left implicit more often. CacheBuilder uses the same technique.
  |
  * A specialization of {@link MultimapBuilder} that generates {@link SortedSetMultimap} instances.
  *
  * @since 16.0","Invoking a configuration method has no effect
 * on the receiving instance; you must store and use the new builder instance it returns instead.",,,,,,
